path,ndcg_at_5,mean_average_precision,precision_at_1,DirectEstimator,DoublyRobust,SNIPS
TrivagoLogisticModelTraining_selu____model_57eb2a07b1_919750b420_ps_model,0.35297539699283303,0.33399595059970216,0.22546419098143236,0.13821707665920258,0.1820118386432537,0.10757748844174254
TrivagoLogisticModelTraining_selu____model_2f3d4a7009_1d904d1044_ps_model,0.46544022567587234,0.4508793895114235,0.35809018567639256,0.2045995593070984,0.250044967964041,0.17220354903853016
